Date,Open,High,Low,Close,Adj Close,Volume,SMA30,SMA30_Slope,EMA10,ATR,HH20,LL10,ROC12,TRIX,TRIX_SIGNAL,Symbol
2021-04-23,32.599998474121094,35.54999923706055,32.099998474121094,35.400001525878906,33.15986633300781,65684,,,35.400001525878906,,,,,,,ELG.DE
2021-04-30,35.650001525878906,35.650001525878906,33.650001525878906,34.70000076293945,32.5041618347168,68870,,,35.24444580078125,,,,,-0.007200375784799373,-0.007200375784799373,ELG.DE
2021-05-07,35.04999923706055,38.25,34.25,38.25,35.82951354980469,114435,,,35.91234673394097,,,,,0.018239580159007396,-0.001547052241731203,ELG.DE
2021-05-14,38.20000076293945,39.150001525878906,33.04999923706055,34.25,32.082637786865234,103581,,,35.542936348620756,,,,,0.02061579963006377,0.0033780259520010125,ELG.DE
2021-05-21,33.849998474121094,34.70000076293945,32.599998474121094,34.150001525878906,32.47994613647461,54557,,,35.233395276900346,,,,,0.00777044481536926,0.0043541190327495115,ELG.DE
2021-05-28,34.650001525878906,36.45000076293945,34.45000076293945,35.0,33.28837203979492,49801,,,35.18152965981138,,,,,-0.004760558231176049,0.002328635196321609,ELG.DE
2021-06-04,35.29999923706055,37.650001525878906,35.150001525878906,37.20000076293945,35.38078308105469,46570,,,35.63007879383984,,,,,0.006333602675590022,0.0032186279694923674,ELG.DE
2021-06-11,37.29999923706055,37.54999923706055,35.400001525878906,36.25,34.47724533081055,60150,,,35.767839061875435,,,,,0.02124093679420902,0.007223585486096067,ELG.DE
2021-06-18,36.04999923706055,37.45000076293945,33.45000076293945,33.599998474121094,31.956836700439453,56262,,,35.28609670904114,,,32.099998474121094,,0.010182466376718047,0.007881114572900952,ELG.DE
2021-06-25,33.849998474121094,34.650001525878906,32.900001525878906,34.650001525878906,32.95549392700195,50573,,,35.14474222389398,3.0500003814697267,,32.599998474121094,,-0.00513614476213009,0.004988390276227388,ELG.DE
2021-07-02,35.0,37.70000076293945,33.849998474121094,37.04999923706055,35.238121032714844,86703,,,35.56813267126432,3.090000534057617,,32.599998474121094,,0.0026265945923586997,0.0044635467909232346,ELG.DE
2021-07-09,37.25,39.5,36.900001525878906,38.45000076293945,36.56965637207031,90931,,,36.20854780274769,3.1500003814697264,,32.599998474121094,,0.038258704531468624,0.011973581844377764,ELG.DE
2021-07-16,38.70000076293945,40.95000076293945,37.75,37.79999923706055,35.95144271850586,89484,,,36.562203677039435,3.0700004577636717,,32.599998474121094,0.06779654259130874,0.0816523321717666,0.0274577485837975,ELG.DE
2021-07-23,38.04999923706055,38.599998474121094,36.400001525878906,37.599998474121094,35.7612190246582,54151,,,36.79282474305758,2.6799999237060548,,32.900001525878906,0.08357341923401096,0.1245596232937407,0.049035942963784884,ELG.DE
2021-07-30,37.54999923706055,40.400001525878906,37.29999923706055,38.0,36.14166259765625,54238,,,37.06108591126701,2.779999923706055,,32.900001525878906,-0.006535947712418277,0.16799729873178126,0.0754717998011174,ELG.DE
2021-08-06,37.900001525878906,37.900001525878906,32.349998474121094,33.29999923706055,31.671506881713867,215589,,,36.22528887255446,3.1150001525878905,40.95000076293945,32.900001525878906,-0.027737248552976768,0.16014487836040203,0.09428803948095843,ELG.DE
2021-08-13,33.099998474121094,36.54999923706055,32.54999923706055,34.650001525878906,32.95549392700195,180500,,,35.87522501773767,3.25,40.95000076293945,32.349998474121094,0.014641287779185053,0.1351249983656988,0.10336291923312296,ELG.DE
2021-08-20,34.650001525878906,35.75,34.400001525878906,35.75,34.00169372558594,85819,,,35.84739723601819,3.1700000762939453,40.95000076293945,32.349998474121094,0.021428571428571352,0.11211469826044596,0.10530775901697251,ELG.DE
2021-08-27,35.849998474121094,39.349998474121094,35.599998474121094,39.0,37.0927619934082,106504,,,36.54797562801415,3.1450000762939454,40.95000076293945,32.349998474121094,0.048387075272691815,0.1245175949955879,0.10957661145666482,ELG.DE
2021-09-03,39.099998474121094,39.45000076293945,37.45000076293945,38.25,36.37943649291992,69488,36.16500015258789,,36.92620326623323,3.1700000762939453,40.95000076293945,32.349998474121094,0.05517241379310356,0.14936626368775574,0.11841875639690724,ELG.DE
2021-09-10,38.20000076293945,39.099998474121094,37.650001525878906,38.599998474121094,36.712318420410156,44644,36.325,0.15999984741210938,37.29815775687498,2.9299995422363283,40.95000076293945,32.349998474121094,0.1488095305674204,0.18309013466144552,0.13279017378902686,ELG.DE
2021-09-17,38.400001525878906,41.5,38.400001525878906,40.599998474121094,38.6145133972168,85377,36.61999988555908,0.2949998855590792,38.03190013848523,2.979999542236328,40.95000076293945,32.349998474121094,0.17171707608146392,0.2395435060110307,0.1565131365050277,ELG.DE
2021-09-24,40.79999923706055,43.95000076293945,39.150001525878906,43.54999923706055,41.42024612426758,85048,36.88499984741211,0.26499996185302876,39.258144382613075,3.1399993896484375,41.5,32.349998474121094,0.17543860010388745,0.3348526253583062,0.19614413402797848,ELG.DE
2021-10-01,43.349998474121094,44.0,42.5,43.5,41.3726921081543,70506,37.34749984741211,0.4624999999999986,40.20077896425462,3.0699996948242188,43.95000076293945,32.349998474121094,0.13133937937208207,0.44517422363998804,0.2514841539417584,ELG.DE
2021-10-08,43.45000076293945,43.45000076293945,39.900001525878906,40.150001525878906,38.186519622802734,62346,37.64749984741211,0.29999999999999716,40.18949508906002,3.119999313354492,44.0,32.54999923706055,0.06216937397486322,0.5213852187003765,0.3114621683325624,ELG.DE
2021-10-15,40.04999923706055,42.099998474121094,39.25,42.099998474121094,40.04115295410156,41659,38.00249977111817,0.35499992370606037,40.614051396851366,2.8399990081787108,44.0,34.400001525878906,0.11968085592070454,0.5893577438844,0.37321674067741517,ELG.DE
2021-10-22,41.599998474121094,45.150001525878906,41.400001525878906,41.599998474121094,39.56560516357422,72380,38.22249965667724,0.21999988555907635,40.83315074735575,2.814999008178711,44.0,35.599998474121094,0.094736801950555,0.6403117751601961,0.4325711927846998,ELG.DE
2021-10-29,41.650001525878906,42.349998474121094,38.70000076293945,40.25,38.2816276550293,195515,38.422499656677246,0.20000000000000284,40.70356169238781,3.0449989318847654,45.150001525878906,37.45000076293945,0.20870873640154897,0.661665163122227,0.48348096397081697,ELG.DE
2021-11-05,40.20000076293945,43.75,39.900001525878906,43.5,41.3726921081543,194648,38.917499732971194,0.49500007629394815,41.32499242741274,3.054998779296875,45.150001525878906,37.650001525878906,0.2554112001268263,0.6932133483143366,0.5300881604915991,ELG.DE
2021-11-12,43.5,48.349998474121094,43.400001525878906,48.0,45.652626037597656,137320,39.58499965667725,0.6674999237060533,42.80832744354324,3.3499984741210938,45.150001525878906,38.400001525878906,0.3426573426573427,0.7695412310424699,0.5832999539473481,ELG.DE
2021-11-19,48.04999923706055,48.650001525878906,46.099998474121094,46.650001525878906,44.36864471435547,61242,40.06499977111817,0.4800001144409194,43.66203279517339,3.4599990844726562,48.349998474121094,38.70000076293945,0.1961538852789464,0.8505125220452658,0.6426805246357743,ELG.DE
2021-11-26,46.900001525878906,47.54999923706055,42.25,42.349998474121094,40.278926849365234,68154,40.259999656677245,0.19499988555907777,43.37046961271732,3.6799991607666014,48.650001525878906,38.70000076293945,0.10718950259140114,0.8835114103920461,0.6961984992482791,ELG.DE
2021-12-03,42.45000076293945,45.849998474121094,42.349998474121094,42.54999923706055,40.46915054321289,63465,40.49749965667725,0.23750000000000426,43.18814286257137,3.549999237060547,48.650001525878906,38.70000076293945,0.10233163002811207,0.8841768871687972,0.7379714743417276,ELG.DE
2021-12-10,43.20000076293945,46.04999923706055,41.54999923706055,43.349998474121094,41.23002624511719,39889,40.78499965667724,0.2874999999999943,43.224110776249084,3.8499992370605467,48.650001525878906,38.70000076293945,0.06773399269344504,0.8697019718765242,0.7672449182383491,ELG.DE
