Date,Open,High,Low,Close,Adj Close,Volume,SMA30,SMA30_Slope,EMA10,ATR,HH20,LL10,ROC12,TRIX,TRIX_SIGNAL,Symbol
2021-04-23,50.79365158081055,52.5547981262207,49.841270446777344,51.45124816894531,51.23011779785156,14613328,,,51.45124816894531,,,,,,,WDC
2021-04-30,52.13151931762695,56.46258544921875,52.078609466552734,53.3862419128418,53.15679168701172,40887051,,,51.88124677870009,,,,,0.013694418016885201,0.013694418016885201,WDC
2021-05-07,53.85487365722656,54.29327392578125,49.81859588623047,54.15721893310547,53.92445373535156,29244651,,,52.38701836856795,,,,,0.040213636963493116,0.01958757778279807,WDC
2021-05-14,54.22524642944336,54.58805847167969,48.44293212890625,54.32350540161133,54.090023040771484,31666931,,,52.81734882035537,,,,,0.07381716463747967,0.03163859708383843,WDC
2021-05-21,53.817081451416016,58.609222412109375,51.269840240478516,54.67876052856445,54.443756103515625,54842452,,,53.230995866624056,,,,,0.11176305445996793,0.04944403205631165,WDC
2021-05-28,55.04157257080078,57.95918273925781,54.761905670166016,56.863189697265625,56.618797302246094,23784498,,,54.03815005121107,,,,,0.16485960920404885,0.07509193808914214,WDC
2021-06-04,57.36961364746094,59.100528717041016,56.76492691040039,58.32955551147461,58.078857421875,15063546,,,54.99179570904741,,,,,0.23330454797603206,0.11025029584178433,WDC
2021-06-11,58.15570831298828,58.556312561035156,55.502647399902344,56.52305221557617,56.280120849609375,19207975,,,55.33207493272047,,,,,0.2928161264461826,0.1508204804205395,WDC
2021-06-18,56.85563278198242,57.233558654785156,51.68556213378906,52.50944900512695,52.28376770019531,23387598,,,54.70482472658857,,,48.44293212890625,,0.31368372483302487,0.1870123125122029,WDC
2021-06-25,52.53212356567383,53.839759826660156,51.05064010620117,53.47694778442383,53.247108459472656,20518540,,,54.431963183885294,4.269085693359375,,48.44293212890625,,0.31555742317241897,0.21557789265891758,WDC
2021-07-02,54.03628158569336,54.527587890625,52.388511657714844,53.068782806396484,52.840702056884766,19399149,,,54.12903421111,4.211640548706055,,48.44293212890625,,0.3018859155861531,0.23475745330941436,WDC
2021-07-09,53.068782806396484,53.25019073486328,50.08314514160156,53.03854751586914,52.81059265136719,15144381,,,53.886703834389806,4.027211380004883,,48.44293212890625,,0.27845926695120315,0.24446896745203409,WDC
2021-07-16,53.18216323852539,54.53514862060547,48.32199478149414,48.52607727050781,48.31752014160156,23186634,,,52.69545348686047,4.201058959960937,,50.08314514160156,-0.05685325434345945,0.2184224577845839,0.2386808541926007,WDC
2021-07-23,47.543460845947266,49.26681900024414,46.485260009765625,48.18593978881836,47.97883605957031,28110575,,,51.69333933174,3.8647022247314453,,48.32199478149414,-0.09740903157246827,0.1371847551843386,0.21612616552409802,WDC
2021-07-30,48.163265228271484,49.47089767456055,46.02418518066406,49.07785415649414,48.866920471191406,18314818,,,51.11212040390759,3.475435256958008,,46.485260009765625,-0.09378924687557011,0.05405878761728378,0.18011119265591707,WDC
2021-08-06,49.59183883666992,52.03325653076172,48.299320220947266,51.9727897644043,51.74941635131836,28516471,,,51.303380261795745,3.520786666870117,59.100528717041016,46.02418518066406,-0.04327253220918448,-0.005189941517924623,0.13893316283950782,WDC
2021-08-13,51.98790740966797,51.99546432495117,45.88057327270508,47.732425689697266,47.527278900146484,43544296,,,50.50983480132942,3.898715591430664,59.100528717041016,46.02418518066406,-0.12703899597794266,-0.07553416988790307,0.09127375556674985,WDC
2021-08-20,47.052154541015625,48.0272102355957,44.61829376220703,45.38170623779297,45.18666076660156,23565276,,,49.3702506760991,3.93424072265625,59.100528717041016,45.88057327270508,-0.20191416486832725,-0.16420130923511245,0.03450151894411379,WDC
2021-08-27,45.90325164794922,52.90249252319336,44.78458023071289,47.800453186035156,47.59501266479492,48926393,,,49.02140678941822,4.191232299804687,59.100528717041016,44.61829376220703,-0.1805105873534072,-0.24129587579710954,-0.026786790998380283,WDC
2021-09-03,48.110355377197266,48.533634185791016,45.46485137939453,46.417232513427734,46.21773147583008,25187936,51.845048904418945,,48.44270139475367,4.219198608398438,59.100528717041016,44.61829376220703,-0.17879111806640113,-0.3154457654794607,-0.0909332297719537,WDC
