Date,Open,High,Low,Close,Adj Close,Volume,SMA30,SMA30_Slope,EMA10,ATR,HH20,LL10,ROC12,TRIX,TRIX_SIGNAL,Symbol
2021-04-23,21.649999618530273,23.549999237060547,21.43000030517578,23.40999984741211,23.40999984741211,126040600,,,23.40999984741211,,,,,,,PLTR
2021-04-30,23.690000534057617,24.260000228881836,22.809999465942383,23.040000915527344,23.040000915527344,144901400,,,23.327777862548828,,,,,-0.005755181037647716,-0.005755181037647716,PLTR
2021-05-07,23.010000228881836,23.079999923706055,19.40999984741211,19.75,19.75,292425300,,,22.532716115315758,,,,,-0.06578770148877311,-0.019095741137897804,PLTR
2021-05-14,19.280000686645508,20.299999237060547,17.05500030517578,20.079999923706055,20.079999923706055,603403600,,,21.987668072735826,,,,,-0.14960222973778858,-0.04809718304898464,PLTR
2021-05-21,19.729999542236328,21.6200008392334,19.6299991607666,20.75,20.75,236701300,,,21.712630723238977,,,,,-0.23176599682421806,-0.08891247499903651,PLTR
2021-05-28,21.059999465942383,24.75,20.674999237060547,22.950000762939453,22.950000762939453,327522400,,,21.987601843172413,,,,,-0.27279088215319547,-0.1297743432555163,PLTR
2021-06-04,23.190000534057617,24.84000015258789,22.360000610351562,24.030000686645508,24.030000686645508,229870500,,,22.4414682528331,,,,,-0.26833210509414895,-0.16056495699743467,PLTR
2021-06-11,24.0,25.229999542236328,23.440000534057617,24.670000076293945,24.670000076293945,207731800,,,22.936697546935513,,,,,-0.22531064256576805,-0.17495288712373097,PLTR
2021-06-18,24.729999542236328,25.940000534057617,23.860000610351562,25.3700008392334,25.3700008392334,287208300,,,23.4774316118906,,,17.05500030517578,,-0.1495349402241719,-0.1693044544793845,PLTR
2021-06-25,25.100000381469727,27.010000228881836,24.510000228881836,26.780000686645508,26.780000686645508,343590400,,,24.211335850725025,2.5399999618530273,,17.05500030517578,,-0.035764785072456284,-0.139628972388956,PLTR
2021-07-02,26.979999542236328,27.5,24.329999923706055,24.440000534057617,24.440000534057617,194439900,,,24.262150224798933,2.6450000762939454,,17.05500030517578,,0.056992140053369056,-0.0959353918462171,PLTR
2021-07-09,24.600000381469727,25.200000762939453,22.25,23.290000915527344,23.290000915527344,152806800,,,24.046117044960802,2.7950000762939453,,17.05500030517578,,0.11255453107708036,-0.04960429786326212,PLTR
2021-07-16,23.260000228881836,23.4950008392334,21.010000228881836,21.3700008392334,21.3700008392334,133376300,,,23.451424554799157,2.676500129699707,,19.6299991607666,-0.08714220510361192,0.11131160157422659,-0.013845209099375744,PLTR
2021-07-23,20.969999313354492,22.68000030517578,20.549999237060547,21.809999465942383,21.809999465942383,108827900,,,23.0866634239421,2.5650003433227537,,20.674999237060547,-0.053385477461332265,0.08237921226474931,0.007537995648207601,PLTR
2021-07-30,21.799999237060547,22.850000381469727,21.09000015258789,21.709999084472656,21.709999084472656,99528500,,,22.78073801517111,2.5420001983642577,,20.549999237060547,0.099240459973299,0.03672564076073748,0.014024139006547573,PLTR
2021-08-06,21.90999984741211,22.770000457763672,21.479999542236328,21.81999969482422,21.81999969482422,96726300,,,22.567240610649577,2.263500213623047,27.5,20.549999237060547,0.08665337538492479,-0.014533082905232586,0.0076780896928186505,PLTR
2021-08-13,21.850000381469727,25.760000228881836,21.799999237060547,24.899999618530273,24.899999618530273,337920300,,,23.085631501289733,2.411500358581543,27.5,20.549999237060547,0.1999999816159168,-0.017508533691401595,0.0020810622741030405,PLTR
2021-08-20,24.899999618530273,25.940000534057617,23.65999984741211,24.010000228881836,24.010000228881836,292989100,,,23.291046774087977,2.4605005264282225,27.5,20.549999237060547,0.046187339028507246,-0.0049662520166471325,0.0005149924317141134,PLTR
2021-08-27,24.020000457763672,26.09000015258789,23.899999618530273,25.709999084472656,25.709999084472656,226059100,,,23.82859173195124,2.471500587463379,27.5,20.549999237060547,0.06991254056687546,0.042920620485409344,0.009938465332535274,PLTR
2021-09-03,25.739999771118164,26.8700008392334,25.6200008392334,26.639999389648438,26.639999389648438,236794700,23.326500129699706,,24.453348989217282,2.346500587463379,27.5,20.549999237060547,0.07985404569364052,0.12357497546413576,0.0351910231395576,PLTR
2021-09-10,26.790000915527344,26.8799991607666,24.959999084472656,26.280000686645508,26.280000686645508,161728100,23.470000171661376,0.1435000419616692,24.85927158864578,2.221500587463379,27.5,20.549999237060547,0.03586912957467625,0.212613212877244,0.07461817641459903,PLTR
2021-09-17,26.149999618530273,29.290000915527344,25.030000686645508,28.709999084472656,28.709999084472656,418541400,23.753500080108644,0.28349990844726847,25.714988809940643,2.3525005340576173,27.5,20.549999237060547,0.07206864631596477,0.3379789590061355,0.1331427947682738,PLTR
2021-09-24,27.56999969482422,29.190000534057617,26.059999465942383,28.559999465942383,28.559999465942383,284993500,24.194000053405762,0.44049997329711843,26.34721340016325,2.417000579833984,29.290000915527344,21.09000015258789,0.16857605735906045,0.4729042544557194,0.2086453413654839,PLTR
2021-10-01,28.229999542236328,28.3799991607666,23.719999313354492,24.329999923706055,24.329999923706055,246757100,24.40650005340576,0.21249999999999858,25.898943738728317,2.68800048828125,29.290000915527344,21.479999542236328,0.044654313752531705,0.5364915600535092,0.2815000566294895,PLTR
2021-10-08,24.010000228881836,25.010000228881836,23.020000457763672,23.5,23.5,307127300,24.54400005340576,0.1374999999999993,25.365845130122025,2.711000442504883,29.290000915527344,21.799999237060547,0.09967239481133361,0.5382066155960263,0.3385459586220533,PLTR
2021-10-15,23.260000228881836,24.709999084472656,23.260000228881836,24.0,24.0,129218500,24.59650001525879,0.052499961853030186,25.062323990094907,2.7270002365112305,29.290000915527344,23.020000457763672,0.10041268169114059,0.5086350016322072,0.37634352373542085,PLTR
