InitialCapital,FinalEquity,TotalReturnPct,AnnualizedReturnPct,MaxDrawdownPct,Trades,WinRatePct,AverageTradePnL,ProfitFactor,SharpeApprox
100000.0,203914.98420631886,103.91498420631886,15.372515494330763,-16.41353227913379,187.0,46.524064171122994,552.1902338483117,2.547485508359071,1.1802212409178072
